tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,Language,Country,Budget,Box_Office,Plot
tt13742872,Allen Invasion Part 4,2020,106,"['Action', 'Comedy']",,,"['nm11389264', 'nm11389263', 'nm12190930', 'nm12190934', 'nm11389274']",N/A,N/A,,,N/A
tt13743352,Across-Straits Romance,1999,91,"['Drama', 'Romance']",,,"['nm6457854', 'nm1316602']",N/A,N/A,,,N/A
tt1374985,Alois Nebel,2011,84,"['Animation', 'Drama']",6.6,1677,"['nm1716909', 'nm0524963', 'nm0734558', 'nm1586431', 'nm0840992']",Czech,Czech Republic / Germany,2.5,0.664185,N/A
tt13751916,Abenteuer Anthroposophie - Rudolf Steiner und seine Wirkung,2008,110,['Documentary'],,,,N/A,N/A,,,N/A
tt1375536,Algeny: The Genetic Factor,2007,96,"['Sci-Fi', 'Thriller']",5.9,22,"['nm3875544', 'nm3706168', 'nm3290102', 'nm1854475', 'nm2642102']",N/A,N/A,,,N/A
tt13758322,All Critics Must Die,2020,79,['Comedy'],,,"['nm5396555', 'nm5396555', 'nm6788980', 'nm5997890', 'nm6788979']",N/A,N/A,,,N/A
tt13780208,Alfred Salter Primary School Film Festival 2009,2009,120,['Animation'],,,['nm12239450'],N/A,N/A,,,N/A
tt1378175,Adiós Mr. Falcon,2009,93,"['Action', 'Comedy', 'Crime']",7.8,15,"['nm3311350', 'nm3351338', 'nm3325656', 'nm3350056', 'nm3313017']",N/A,N/A,,,N/A
tt1378627,Aimless,2009,78,['Comedy'],6.5,8,"['nm1757205', 'nm3327779', 'nm1401819', 'nm3329445', 'nm2677108']",N/A,N/A,,,N/A
tt1379047,Abode,2009,103,['Documentary'],,,,N/A,N/A,,,N/A
tt13791250,Abbas Kiarostami,2021,87,"['Biography', 'Documentary']",,,,N/A,N/A,,,N/A
tt13795944,AC Milan vs Juventus,2021,95,['Sport'],,,,N/A,N/A,,,N/A
tt1379712,Alcatraz Prison Escape: Deathbed Confession,2015,93,"['Action', 'Crime']",5.2,274,"['nm0001803', 'nm0642522', 'nm5509719', 'nm0343478', 'nm0362268']",N/A,N/A,,,N/A
tt13799844,Al límite del placer,2014,97,['Drama'],7.4,19,"['nm0034224', 'nm12188460', 'nm7501510', 'nm9226220', 'nm7109976']",N/A,N/A,,,N/A
tt1380078,Alice's Birthday,2009,80,"['Animation', 'Family', 'Sci-Fi']",5.6,260,"['nm3331764', 'nm2366183', 'nm2743099', 'nm2743099', 'nm0836534']",Russian,Russia,60.0,,"Alisa Seleznyova joins an archeological expedition to the dead planet of Coleida. There are well-preserved cities from the past, yet all of planet's inhabitants had died centuries ago due to an unknown plague. Using a time-travelling device, Alisa and an alien scientist, Rrrr, who greatly resembles a cat, travel to the planet's past, to the day the plague began. They find themselves in a world that resembles 20th century Earth, the Soviet Union in particular. Coleidians are expecting the return of their cosmonauts from their first trip to another planet. Alisa realizes that the cosmonauts were the cause of the plague, and decides to prevent it. Through numerous obstacles, she comes close to the returned spaceship and uses a disinfection spray to prevent plague from spreading. To Coleidian police, it looks like an assault, so they catch Alisa and imprison her. With Rrrr's help, she's able to escape and return to the future. Upon arrival, they find that the future changed and Coleida is no more a dead planet, but a flourishing civilisation."
tt13803360,Akharin Naghsh,2008,80,['Drama'],,,"['nm3132725', 'nm2305611', 'nm3931094', 'nm8090043', 'nm2324814']",N/A,N/A,,,N/A
tt13811264,Akif,2021,111,"['Biography', 'Drama', 'History']",3.5,325,"['nm0082972', 'nm0476334', 'nm2582421', 'nm10315657', 'nm1745079']",N/A,N/A,,,N/A
tt13814630,AC Milan vs Torino,2021,99,['Reality-TV'],,,,N/A,N/A,,,N/A
tt13821654,Abduktio: Maailmanloppua odotellessa,2021,88,['Documentary'],7.8,9,,N/A,N/A,,,N/A
tt1382587,Adam ol!,2005,107,['Comedy'],5.3,26,"['nm3339234', 'nm3340023', 'nm0039518', 'nm0638184', 'nm0616067']",N/A,N/A,,,N/A
tt1382588,Adam ol! 2,2006,109,['Comedy'],6.2,17,"['nm3339234', 'nm3340177', 'nm2928198', 'nm3339901', 'nm12998870']",N/A,N/A,,,N/A
tt13836656,Agora,2020,70,['Drama'],,,,English,Spain,50.0,39.0,"In AD 391, Alexandria is part of the Roman Empire, and Greek philosopher Hypatia is a teacher at the Platonic school, where future leaders are educated. Hypatia is the daughter of Theon, the director of the Musaeum of Alexandria. Hypatia, her father's slave, Davus, and two of her pupils, Orestes and Synesius, are immersed in the changing political and social landscape. Orestes tries to woo Hypatia with music, but she rejects Orestes's love by showing him her menstrual rags, because she prefers to devote herself to science. Davus assists Hypatia in her classes and is interested in science. He is also secretly in love with her. Meanwhile, social unrest begins challenging the Roman rule of the city as Pagans and Christians come into conflict. When the Christians start verbally insulting the statues of the pagan gods, the pagans, including Orestes and Theon, ambush the Christians. However, in the ensuing battle, the pagans unexpectedly find themselves outnumbered by a large Christian mob. Theon is gravely injured, and Hypatia and the pagans take refuge in the Library of the Serapeum. The Christian siege of the library ends when an envoy of the Roman Emperor Theodosius I declares that the pagans are pardoned, but the Christians shall be allowed to take possession of the library. Hypatia and the pagans flee while trying to save the most important scrolls before the Christians overtake the library and destroy its contents. Davus chooses to join the Christian forces. He later returns with a gladius and sexually assaults Hypatia, but he begins to sob and offers his sword to her. However, she removes his slave collar and tells him that he is free. Several years later, Orestes, now converted to Christianity, is prefect (Roman state official serving as governor) of Egypt. Hypatia continues to investigate the motions of the Sun, the Moon, the five known ""wanderers"" (planets), and the stars. Some Christians ridicule the thinking that the Earth is a sphere by arguing that people far from the top would fall off the Earth. When they ask Davus what his opinion is, he avoids conflict by saying that only God knows these things. Hypatia also investigates the heliocentric model of the Solar System proposed by Aristarchus of Samos by having an object dropped from the mast of a moving ship, which demonstrates that a possible motion of the Earth would not affect the motion, relative to Earth, of a falling object on Earth. However, due to religious objections against heliocentrism, the Christians have now forbidden Hypatia to teach at the school. The Christians and the Jews come into violent conflict. The leader of the Christians, Cyril, views Hypatia as having too much influence over Orestes and stages a public ceremony intended to force Orestes to subjugate her. Hypatia's former pupil, Synesius, now the Bishop of Cyrene, comes to her rescue as a religious authority counterweight but says he cannot help her unless she accepts Christianity; she refuses. Hypatia theorizes that the Earth orbits around the Sun in an elliptical orbit, not a circular orbit, with the Sun at one of the foci. Cyril convinces a mob of Christians that Hypatia is a witch, and they vow to kill her. Davus tries to warn Hypatia, but she is captured. They strip Hypatia and are about to skin her alive until Davus persuades the mob otherwise, and they decide to stone her instead. When the mob goes outside to collect stones, Davus suffocates her to spare her the pain of being stoned and tells the mob that she fainted. Davus leaves as they begin to stone her."
tt1385826,The Adjustment Bureau,2011,106,"['Crime', 'Drama', 'Mystery']",7.0,282566,"['nm0000354', 'nm1289434', 'nm2564974', 'nm1505460', 'nm0446672']",English,United States,62.0,127.8,"In 2006, Brooklyn Democratic congressman David Norris unsuccessfully runs for the United States Senate. While rehearsing his concession speech in a men's bathroom, David meets Elise Sellas, who has been hiding after crashing a wedding and had overheard him, and they kiss. David does not get Elise's name before they are separated, but, inspired by her, he delivers an unusually candid speech that is well-received and makes him a favorite for the next Senate election. One month later, a man named Harry Mitchell receives an assignment from a man named Richardson at Madison Square Park, which is near David's home. He is supposed to spill coffee on David's shirt by 7:05 a.m., forcing David to go home to change. However, Mitchell falls asleep, so David catches his intended bus and meets Elise again. Before she gets off the bus, David gets her name and phone number. David arrives at work before he is supposed to and finds his coworkers frozen and being examined by unfamiliar men, including Richardson. He attempts to escape, but is incapacitated and taken to a warehouse. After some debate about what to do, Richardson reveals to David the existence of the ""Adjustment Bureau"", an organization that ensures people's lives proceed according to ""the Plan"" created by ""the Chairman"". Humans only have the appearance of free will, as the Bureau's experiments with withdrawing their influence resulted in the Dark Ages and the horrors of the first half of the 20th century. Richardson says that David was not supposed to see Elise a second time, destroys the card with her phone number on it, and releases David, warning him that his memory and personality will be erased if he tells anyone about what he has learned. Three years later, David spots Elise on the street. He invites her to lunch, but Charlie (David's campaign manager), after an adjustment initiated by Richardson, interrupts them with reminders that David is scheduled to announce that he is running for another Senate seat. Richardson tries to prevent David and Elise from reuniting after the announcement. Still, David persists and outruns Richardson to Elise's rehearsal with Cedar Lake Contemporary Ballet, even though members of the Bureau have a way to teleport using ordinary doorways. Richardson learns that David and Elise keep crossing paths because of remnants from earlier versions of the Plan in which they were meant to be together, and Thompson, a senior official in the Bureau, takes over David's case. He talks to David, who claims to have the right to choose his path through life. Thompson says that being with Elise will keep David from his fate of becoming President of the United States, and being with David will keep Elise from becoming a world-famous dancer and choreographer. To prove that he is serious, Thompson causes Elise to sprain her ankle. David later abandons her at the hospital to avoid ruining their futures. Eleven months later, Charlie alerts David to Elise's imminent wedding. Harry surreptitiously arranges to meet with David when it is raining, since water prevents the Bureau from tracking people. As David's ""caseworker"", Harry feels guilty about all of the negative things he has helped to make happen to David in support of the Plan, so he teaches David how to use doors to teleport and, hopefully, reach Elise before the Bureau can stop him. David finds Elise before the wedding and tells her about the Bureau, proving his claims by teleporting with her. Agents of the Bureau pursue them all over New York City, and, eventually, David decides to try to plead his case directly to the chairman. Elise chooses to accompany him, and they enter the Bureau's headquarters. Chased to the roof and surrounded, David and Elise declare their love and kiss. When they let go of each other, they are alone. Thompson appears, but is interrupted by Harry, who presents the chairman's newly revised Plan for David and Elise, which is blank going forward. Harry commends David and Elise for their devotion and sends them away, speculating that the chairman's actual ""plan"" may be for people to fight for their free will and write their destinies, as David and Elise have done."
tt13873302,Against the Ice,2022,102,"['Adventure', 'Drama', 'History']",6.5,31808,"['nm0182666', 'nm3771184', 'nm4008100', 'nm0045489', 'nm0001097']",English,N/A,,,"In 1909, Danish explorer Captain Ejnar Mikkelsen organizes an expedition to Shannon Island, East Greenland, from which he makes treks to recover the records of the ill-fated Denmark expedition. His first attempt is unsuccessful and a crewman loses toes to frostbite in the process, but on the trek Mikkelsen discovers a dead Denmark expedition member with a log and a map showing the location of a cairn built by his expedition. The only volunteer to accompany Mikkelsen on his second attempt is an inexperienced engineer named Iver Iversen, while the rest of the crew stays behind. Mikkelsen and Iversen lose two of their sled dogs in their first few days and gradually sacrifice the remaining dogs to provide food to the teams that remain. Later, they fight and kill a polar bear. After three months the explorers locate the cairn, which contains records that disprove the existence of the Peary Channel, thus showing that Greenland is a single island and that the United States has no claim in the Arctic. On their way back, Mikkelsen fears that they may not survive, so they build another cairn about 200 miles from Shannon Island in which they deposit the records from the Denmark expedition. Mikkelsen and Iversen finally return to Shannon Island to learn the rest of the crew have returned home, leaving them stranded. They are forced to spend two winters in a cabin with food and supplies while their crewmates struggle to mount a rescue mission. During their long isolation, the two men return to the cairn they built and retrieve the records. Meanwhile, their cabin is visited by would-be rescuers who find no sign of them. Later Mikkelsen hallucinates that his lover Naja Holm is with him, while Iversen imagines meeting his grandfather. Mikkelsen nearly kills Iversen with a rifle and the two men come very close to losing their sanity before being rescued in 1912. Their evidence from the Denmark expedition leads to American recognition of Greenland as a single island belonging to Denmark. An epilogue reveals that Mikkelsen married Naja a year later, that Iversen never set foot in the Arctic again, and that the two men remained friends for life."
tt13906366,Aacharya,2011,130,['Drama'],,,"['nm0043199', 'nm12260100', 'nm5705032', 'nm6284100', 'nm3909445']",N/A,N/A,,,N/A
tt13914244,Aahaa Ethanai Azhagu,2003,140,['Drama'],,,"['nm0996625', 'nm0621937', 'nm1228414']",Tamil,India,,,N/A
tt13835298,Akshaa drushyaa,2017,140,['Horror'],,,"['nm12239712', 'nm12239713', 'nm12239714', 'nm12239715', 'nm12239716']",N/A,N/A,,,N/A
tt13849004,Ala Ghawas: Live from Grace,2019,60,['Music'],,,,N/A,N/A,,,N/A
tt13853586,Achante Aanmakkal,2012,123,"['Crime', 'Drama', 'Family']",7.4,14,"['nm0764877', 'nm3964131', 'nm0893449', 'nm0415538', 'nm2434038']",Malayalam,India,,,"Madhava Menon is a respected retired police officer and has two daughters, Meera and Meena. Narasimhan, an efficient police commissioner in Tamil Nadu, marries Meera and Nandagopan, an inspector in the Kerala Police who does homework more efficiently than his official work, marries Meena. They all live very happily. A twist happens in Madhava Menon's life when the state legislative election is announced. The leader of a political party digs out an old case (the death of a teenage boy in police custody) in order to trap another leader in the opposition party. The case begins to draw big attention, and the press comes to Madhava Menon's house to ask him about the case because he was in charge of the police station when the boy died. He tells the media that he killed the boy. It was a surprise to his daughters and sons-in-law. Soon he is arrested and put into jail. Narasimhan and Nandagopan join hands and search for the truth as they are sure their father-in-law did not do such a thing. Also, they doubt that he agreed to have committed the crime to save someone else. Through a series of investigations, Narasimhan and Nandagopan find the original culprit and prove Madhava Menon's innocence."
tt13853896,All I Ever Wanted,2021,107,['Drama'],,,"['nm1195721', 'nm12237766', 'nm12237765', 'nm12237767', 'nm8763410']",N/A,N/A,,,N/A
tt1385828,Aladin,1953,127,,,,['nm1297992'],Hindi,India,,10.89,"The film opens with the family of archeologist Arun Chatterjee, who lives with his wife, Riya, and their baby son, Aladin. When out on a holiday, Arun is attacked by a gang searching for a magic lamp, which Arun has found, but has hidden somewhere. Arun and Riya Chatterjee are murdered; Aladin is raised by his grandfather. After his granddad's death, a now grown-up Aladin Chatterjee (Ritesh Deshmukh) lives in the fictional city of Khwaish (wish). He is lonely, and Kasim (Sahil Khan) and his gang members have bullied Aladin since his childhood. His life changes when Jasmine (Jacqueline Fernandez) enters the city, and Aladin immediately falls for her. Kasim arranges a birthday party for Aladin, and as a present, Jasmine gives Aladin a magic lamp for his birthday because Kasim said that Aladin loves lamps to embarrass him in front of Jasmine. However, this lamp turns out to be the magic lamp that the murderers of Aladin's parents were trying to find. Aladin rubs the lamp and releases the genie, Genius (Amitabh Bachchan). Desperate to grant him three wishes so that his contract with the magic lamp can end, the rock-star Genius suddenly makes Aladin's life very interesting but chaotic. Aladin does not want to make any wish, but Genius enters Aladin's dreams and finds out what he wants, getting his sleeping mind to make a wish: to make Jasmine fall in love with him. When he wakes up, he does not like what Genius has done and uses his second wish to turn Jasmine into normal. His third wish is for Genius to help him woo Jasmine without using magic to make it happen. Genius does his best, but magic is really his strong suit. Still, with Genius's help, Aladin stands up to Kasim and starts a relationship with Jasmine, and Genius teaches Kasim a lesson. Aladin's future looks perfect, until the real threat looms on the horizon - the ex-genie, Ringmaster (Sanjay Dutt). Ringmaster in disguise visits Aladin and informs him that Genius has killed his parents. Aladin insults Genius and tells him to leave. Ringmaster steals the magic lamp and wishes for Genius to kill Aladin, but Genius refuses to do it, and loses his magical powers because he did not grant the wish, just as Ringmaster had planned. Aladin learns that Genius is innocent and arrives to help him, and they succeed in rescuing Jasmine. Ringmaster's plan is then completely revealed: he plans to perform a ritual to steal the reflection of an approaching comet, getting back his genie powers as a result. Genius, Aladdin and Jasmine intervene, and Aladdin steals the comet's reflection, giving genie powers back to Genius instead of Ringmaster. Genius seals Ringmaster inside a mirror and then shatters it, defeating him. The Ringmaster's gang is also defeated. In the end, the trio happily gets back to the city, Aladin and Jasmine are a couple, and after earning special superpowers from the comet, Aladin gives Kasim yet another lesson."
tt1386403,Adel,2008,100,['Romance'],5.2,18,"['nm3348236', 'nm0302085', 'nm0155947', 'nm3347984', 'nm3347366']",N/A,N/A,,,N/A
tt1386406,Aka Ana,2008,60,"['Documentary', 'Drama']",6.0,139,,N/A,N/A,,,N/A
tt1386584,Ai de xiao wu,1974,90,['Romance'],5.4,12,"['nm0510857', 'nm0157747', 'nm2023617', 'nm0485707', 'nm0151793']",N/A,N/A,,,N/A
tt1387119,Adventuress Wanted,2009,85,['Documentary'],7.7,12,"['nm3344956', 'nm3345879', 'nm3345352']",English,Sweden,,,"On a quest for the perfect partner, an American man chooses a Japanese woman to attempt a 30,000-mile adventure across Africa, in a beach buggy. The film opens in Stockholm, following the life of McAlevey, who decides to recruit a female companion for the adventure. The journey begins during a blizzard – forcing the pair to drive, roofless, through a freezing Europe and over snow-covered Alps. In the Sahara desert, the buggy literally falls to pieces, paralleling the growing tribulations of Yoshiko and McAlevey’s relationship. McAlevey falls sick in Cairo and has emergency surgery. While recovering, he and Yoshiko argue and decide to give up the trip. The Swedish press closely followed their trip to its conclusion, including the Swedish tabloid  Aftonbladet, one of the larger daily newspapers in the Nordic countries, and others."
tt1387312,Aaron... Albeit a Sex Hero,2009,82,"['Action', 'Comedy', 'Thriller']",4.5,193,"['nm1854083', 'nm1816590', 'nm2403906', 'nm1995232', 'nm3237200']",N/A,N/A,,,N/A
tt13877228,All Underdogs Go to Heaven,2021,107,"['Musical', 'Sport']",7.3,26,"['nm12247507', 'nm12247508', 'nm12247508', 'nm12247508', 'nm12247509']",N/A,N/A,,,N/A
tt13877600,Alick and Albert,2021,90,['Documentary'],6.2,17,,N/A,N/A,,,N/A
tt13879398,All Nude - Riri Nanatsumori,2020,110,['Reality-TV'],,,,N/A,N/A,,,N/A
tt13886688,Affliction,2021,90,"['Horror', 'Thriller']",5.9,170,"['nm2677701', 'nm1145612', 'nm2778795', 'nm12252105', 'nm12252106']",N/A,N/A,,,N/A
tt13889482,Adam + Eve,2022,120,['Drama'],7.6,59,"['nm3293435', 'nm0278033', 'nm13936414', 'nm0342214', 'nm0392068']",N/A,N/A,,,"The Primeval History forms the opening chapters of the Torah, the five books making up the history of the origins of Israel. This achieved something like its current form in the 5th century BCE, but Genesis 1–11 shows little relationship to the rest of the Bible: for example, the names of its characters and its geography – Adam (man) and Eve (life), the Land of Nod (""Wandering""), and so on – are symbolic rather than real, and almost none of the persons, places and stories mentioned in it are ever met anywhere else. This has led scholars to suppose that the History forms a late composition attached to Genesis and the Pentateuch to serve as an introduction. Just how late is a subject for debate: at one extreme are those who see it as a product of the Hellenistic period, in which case it cannot be earlier than the first decades of the 4th century BCE; on the other hand the Yahwist source has been dated by some scholars, notably John Van Seters, to the exilic pre-Persian period (the 6th century BCE) precisely because the Primeval History contains so much Babylonian influence in the form of myth. The Primeval History draws on two distinct ""sources"", the Priestly source and what is sometimes called the Yahwist source and sometimes simply the ""non-Priestly""; for the purpose of discussing Adam and Eve in the Book of Genesis the terms ""non-Priestly"" and ""Yahwist"" can be regarded as interchangeable."
tt13892576,Ain't We Got Fun?!,0,86,['Musical'],,,"['nm11843540', 'nm2467844', 'nm2615297', 'nm4044337', 'nm9776913']",N/A,N/A,,,"It premièred in the Fanchon and Marco show Satires of 1920, where it was sung by Arthur West, then entered the vaudeville repertoire of Ruth Roye. A hit recording by Van and Schenck increased its popularity, and grew into a popular standard. The song appears in the F. Scott Fitzgerald novel The Great Gatsby, when Daisy Buchanan and Gatsby meet again after many years, and the latter insists that Klipspringer, his apparently permanent ""guest,"" play it for them. It also appears in Dorothy Parker's 1929 short story, ""Big Blonde."" Warner Brothers used the song in two musicals during the early 1950s: The Gus Kahn biopic I'll See You in My Dreams and The Eddie Cantor Story. Woody Allen used the song in his 1983 film Zelig."
tt13893696,Aladdin: Live from the West End,0,140,"['Adventure', 'Comedy', 'Drama']",,,"['nm7254781', 'nm0293455', 'nm6354226', 'nm7033528', 'nm3398343']",N/A,N/A,,,"In November 2010, Alan Menken confirmed that a musical theatre adaptation of the movie was in the works with a book written by Chad Beguelin. The musical premiered in Seattle, Washington, at the 5th Avenue Theatre from July 7 to 31, 2011. Jonathan Freeman, who voiced Jafar in the film, reprised the role onstage. Adam Jacobs and Courtney Reed played Aladdin and Jasmine. Additional cast included James Monroe Iglehart as Genie; Sean G. Griffin as Sultan; Don Darryl Rivera as Iago; and Andrew Keenan-Bolger, Brian Gonzales, and Brandon O'Neill as Omar, Kassim and Babkak, a trio of characters conceived for the film but ultimately replaced by Abu. The production was directed and choreographed by Casey Nicholaw. The set designer was Anna Louizos, with costumes designed by Gregg Barnes. In 2012, productions of the musical played at the Tuacahn Amphitheatre in Ivins, Utah, from June to October 2012 and The Muny in St. Louis in July 2012. Aladdin had its European premiere in Denmark on October 4, 2012, at Fredericia Teater in Fredericia, and was transferred to Copenhagen Opera House on July 19, 2013. It was directed by Lynne Kurdziel-Formato and starred Johannes Nymark as Aladdin, Maria Lucia Rosenberg as Jasmine and Pelle Emil Hebsgaard as Genie. In 2012, Aladdin was staged in Manila at the Meralco Theater. Directed by Bobby Garcia and Chari Arespacochaga, it starred Tom Rodriguez as Aladdin and featured Aiza Seguerra as Genie. The musical was staged in Spanish in Bogotá, Colombia, in 2013. Aladdin had a pre-Broadway tryout at the Ed Mirvish Theatre in Toronto, Ontario, from November 2013 to January 2014. Nicholaw, Barnes and Steinmeyer returned as director-choreographer and costume designer, with Bob Crowley replacing Louizos as scenic designer. Special effects were created by Jim Steinmeyer. The musical premiered on Broadway on February 26, 2014, in previews and opened on March 20, 2014, at the New Amsterdam Theatre. Most of the Seattle main cast remained with the show, including Adam Jacobs as Aladdin, James Monroe Iglehart as Genie, Courtney Reed as Jasmine, Jonathan Freeman as Jafar, Don Darryl Rivera as Iago, Clifton Davis as Sultan, Brian Gonzales as Babkak, and Brandon O'Neill as Kassim. Jonathan Schwartz joined the company as Omar, replacing Andrew Keenan-Bolger. The show was nominated for five Tony Awards, winning one for Best Performance by a Featured Actor in a Musical for James Monroe Iglehart. On March 12, 2020, the show was suspended due to the COVID-19 pandemic. It resumed performances on September 28, 2021. As of 2026, the Broadway production has played 4,150 performances. Aladdin premiered on December 6, 2015, at the Neue Flora in Hamburg, in partnership with Stage Entertainment and starring Richard-Salvador Wolff as Aladdin, Enrico De Pieri as Genie, Ethan Freeman as Jafar, and Myrthes Monteiro as Jasmine. The show closed in Hamburg on February 3, 2019, and then was transferred to the Apollo Theater in Stuttgart, where it ran from March 21, 2019, to January 19, 2023. A Japanese production opened in 2015 at the Dentsu Shiki Theatre Umi in Tokyo, presented by the Shiki Theatre Company. The production sold 209,000 tickets on its first day, making it the biggest opening day for a musical in Japan. A West End production officially opened on June 15, 2016, at the Prince Edward Theatre, with previews from May 27, 2016, and starring Dean John-Wilson as Aladdin, Trevor Dion Nicholas as Genie, Jade Ewen as Jasmine, Don Gallagher as Jafar, Peter Howe as Iago, Irvine Iqbal as Sultan, Nathan Amzi as Babkak, Rachid Sabitri as Omar, and Stephen Rahman-Hughes as Kassim. The show closed on August 24, 2019, after being seen by over 2 million people and 1,361 performances. Aladdin had its Australian premiere in Sydney at the Capitol Theatre on August 11, 2016, played until February 19, 2017. Australian actor Ainsley Melham originated the role of Aladdin alongside American actors Arielle Jacobs as Princess Jasmine and Michael James Scott as Genie. Following performances in Sydney, Aladdin opened at Her Majesty's Theatre in Melbourne on April 15, 2017. The Sydney and Melbourne productions performed an autism-friendly adaptation of the show which had the ""removal of strobe lighting and pyrotechnics, reduction of any jarring sounds and house lights being dimmed (instead of off)"" to provide a more supportive environment for autistic patrons. In 2018, the Australian tour included stops at Brisbane and Perth. In 2019, the show then transferred to a New Zealand production, playing Auckland, before a run at the Adelaide Festival Theatre in Adelaide in April. It transferred to Singapore to conclude its tour on September 1, 2019. On February 15 and 19, 2019, respectively, Michael James Scott and Ainsley Melham transferred to the Broadway company of the show, where they were reunited with Arielle Jacobs who had joined the Broadway cast in February 2018. This casting decision made the Broadway leads the same as the leads of the original Australian cast. Disney Theatrical launched a national tour on April 11, 2017, at Chicago's Cadillac Palace Theatre. Stage Entertainment announced a Dutch language production for the fall of 2020 at the AFAS Circustheater in The Hague, but it was delayed due to the COVID-19 pandemic. The show finally premiered on September 26, 2021, with Jonathan Vroege as Aladdin, Stanley Burleson as Genie, and Keoma Aidhen as Jasmine. Keoma Aidhen had previously played the role of Jasmine in Germany, making her the first performer to play the role in two different languages. The production closed on February 26, 2023. The first Spanish language production opened on November 17, 2021, at the Teatro Telcel in Mexico City, starring Rodney Ingram as Aladdin, Juan Pablo Martínez as Genie and Irma Flores as Jasmine. The production closed on April 16, 2023. A tour across the United States and Canada began on October 11, 2022, in Schenectady. Another Spanish language production premiered on March 23, 2023, at the Coliseum Theatre in Madrid, produced by Stage Entertainment and starring Roc Bernadí as Aladdin, David Comrie as Genie and Jana Gómez as Jasmine. The production closed on July 20, 2025. The first UK & Ireland tour opened on October 28, 2023 at the Edinburgh Playhouse and closed on January 5, 2025 at the Liverpool Empire Theatre. A Korean language production opened on November 22, 2024, at the Charlotte Theater in Seoul. The show closed in Seoul on June 22, 2025, and then was transferred to Busan's Dream Theatre from July 11 to September 28, 2025."
tt13893698,Aidol,2019,83,['Animation'],5.9,21,,N/A,N/A,,,N/A
tt1389431,Adolescentes à sodomiser,1984,80,['Adult'],,,"['nm2943772', 'nm0805538', 'nm1460444', 'nm0158124', 'nm0035280']",N/A,N/A,,,N/A
tt13905056,Ahnungslose töten besser,2021,80,"['Comedy', 'Drama', 'Music']",,,"['nm12259235', 'nm9308669', 'nm11535567', 'nm11535568', 'nm2847485']",N/A,N/A,,,N/A
tt13905552,AC Milan vs Atalanta,2021,98,['Sport'],,,,N/A,N/A,,,N/A
tt13906582,Across the Plateau,2007,95,"['Documentary', 'Sport']",,,,N/A,N/A,,,N/A
tt13906838,Agenda 2: Masters of Deceit,2016,86,['Documentary'],4.9,65,,N/A,N/A,,,N/A
tt1391032,Adult Film: A Hollywood Tale,2009,105,['Comedy'],6.4,53,"['nm0007940', 'nm0070451', 'nm3356957', 'nm0155166', 'nm3354029']",N/A,N/A,,,N/A
tt1391033,Along Came Kinky... Texas Jewboy for Governor,2009,88,['Documentary'],6.7,9,,N/A,N/A,,,N/A
tt13912570,Actress for Hire,2018,60,['Romance'],,,"['nm10744974', 'nm10744974', 'nm12262113', 'nm12262114', 'nm9768797']",N/A,N/A,,,N/A
tt1396208,Action Replayy,2010,129,"['Comedy', 'Romance', 'Sci-Fi']",4.4,7945,"['nm0474774', 'nm0706787', 'nm0706787', 'nm3169069', 'nm0700875']",Hindi,India,60.0,48.0,"The story focuses on Bunty, who does not want to get married because of the loveless relationship between his parents. Bunty's girlfriend, Tanya, keeps proposing to him but he always rejects. She takes Bunty to her grandfather, Anthony Gonsalves, who happens to be a scientist and he is working on a time machine. Anthony asks Bunty why he refuses to get married. Bunty says that he is scared of marriage because his parents seem so unhappy with theirs. On their 35th anniversary, Bunty's parents, Kishen and Mala get in an argument because of her friend Kundan. Kundan used to bully Kishen and tries to repeat it after all these years. Mala doesn't stop him, moreover laughs over Kishen along with her friends. This leads to a fight between Kishen and Mala and it goes too far that they decide to get a divorce. When Bunty hears this, he runs to Anthony's lab to use the time machine and go back in time, so that he can make his parents fall in love. Without Anthony's supervision, Bunty enters the time machine and goes back to 1975, a time before his parents got married. He finds his grandfather's house, where he sees Kishen. Bunty realises that the younger Kishen was an unattractive, weak and socially awkward youth, whereas the younger Mala was attractive as well as spirited. Mala keeps making fun of Kishen. Bunty makes Kishen over into a 'cool dude' with the help of money he borrowed from younger Anthony. Mala's friend Mona falls in love with Bunty. Bunty creates a plan to help Mala realise her love for Kishen. Meanwhile, Kundan also falls for Mala, making things more complicated. Bunty tells Kishen to ignore Mala, while she is becoming friendlier towards him. The plan succeeds in awakening Mala's feelings and she confesses her love for Kishen. She tells Mona about her feelings. However, Kishen and Mala's parents are against love marriages and, therefore, do not accept their relationship. So the lovers, helped by Bunty, decide to elope. Kundan takes Mala's mother Bholi Devi and servant Bhikhu, along with Kishen's father Rai Bahadur, to chase the love birds. At the end of the chase, Kishen slaps Kundan for his bad behaviour. Their parents accept Kishen and Mala's relationship. Mona proposes to Bunty but he tells her that he loves another woman, who is waiting for him. Bunty then uses the time machine to return to the future. As expected, his parents are deeply in love with each other. But, unexpectedly, Mona and Kundan are also married to each other. Bunty then takes Tanya aside, proposes to her, and she accepts happily."
tt13989524,Absolute Proof,2021,120,['Documentary'],2.8,939,,English,N/A,,,N/A
